objectid,arastirmaci,eser_adi,muellif_adi,muellif_meslegi,muellif_olum,muellif_aile,muellif_memleketi,padisah_donemi,telif_tarih,eser_dili,eser_alt_turu,yazin_turu,baglanti_turu,baglantili_eser_adi,baglantili_eser_yazari,baglantili_eser_dili,baglantili_eser_tarihi,cilt_sayisi,takdim_hediye,tarihsel_kapsam,tematik_kapsam,kaynak,ilave_notlar,sayfa_no
tabib_0215,,Müfredât-ı Tıb,Osman Nuri Paşa «Ferik»,"Tabib, eczacı","1323 (1907), İstanbul'a gelirken vapurda vefat ederek İskenderun'a çıkarılıp orada defn edildi",,,,1283'de amelî eczacılık ve 1291 (1875)'de nazarî eczacılık şehadetnamesi almıştır,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Medine-i Münevvere'ye memur edilmiş, orada tabibliğe çalışarak İstanbul'a gelip imtihanla tabîb diploması almıştır. Sonra'dan Şam'a gönderilerek yirmi (20) küsür sene orada kaldı. Çalışkan ve insaflı bir zat idi.",228
tabib_0216,,Fenn-i Tedâvi ve Saydalânî (ceninin teşrihine ait),Osman Nuri Paşa «Ferik»,"Tabib, eczacı",,,,,,,,,,,,,,,,,Ceninin teşrîhine âit basılmış eseri.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,228
tabib_0217,,Kabiliyet-i bedeniye nizamnamesi (tarzında mecmua),Osman Nuri Paşa «Ferik»,"Tabib, eczacı",,,,,,,,,,,,,,,,,Otuz (30) senelik tecrübelerini ihtiva eden mecmûası.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Daha bazı matbu eserleri vardır.,228
tabib_0218,,Künâz-i Hayatü'l-İnsân ve Kanûn-u Etibba-Feyle-sofan,Ömer İbn-i Sinan,"Tabib, âlim",,,İznik'lidir,,116 (1704),Türkçe,,,,,,,,,,,Kimya ve tıp kanunlarından bahseden iki makale üzerine müretteb kıymetli tıbbî eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Hayatı aşağıda yazılı Ömer Şifâî Efendi'nin muâsırıdır. (Künûz)un mukaddimesinde künyesi: «Dervîş Hâzikî Â'nî Ömer ibn'i Sinan İzniklî» diye yazıyor. Kendi el yazısı ile yazılı nüshası Yıldız Kütübhanesindedir. Garb dili de bilirdi.,228
tabib_0219,,Şifau'l-Mü'minîn,Ömer İbn-i Sinan,"Tabib, âlim",,,,,,Türkçe,,,,,,,,,,,Tıb ve kimyadan bahseden diğer bir eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,228
tabib_0220,,el-Cevherü'l-Ferîd fî't-Tıbbi'l-Cedit,Ömer Şifai İbn-i Şeyh Hasan Efendi,"Tabib, hâzik, fazîlet sâhibi",,,Esasen Sinob'lu ise de Bursa'yı ikinci memleket seçtiği için Bursa'lı şöhreti ile bilinir,,,,,,,,,,,,,,"Mukaddime, 12 ta'lim üzere müretteb, (İlm-i Kâf) da denilen eski kimyadan bahsetmektedir.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Mezar taşında «merhûm ve mağfurun-leh tabîb-i hazîk, Lokman-ı zaman Bursavî Ömer Efendi rûh-i şerîflerine el-fatiha. Sene: 1155» ibaresi menkûştur. Yenikapı Mevlevihane'sinde çilesini ikmalden sonra tababetle meşgul olarak «tabîb» şöhreti ile meşhur olmuştur. Garib ilimleri Mısır'da seyahatı esnasında Halvetiye meşayihinden Hasan Efendi adında bir zattan tahsil ettiğini (Mürşid-i Muhtar) mukaddimesinde beyan ediyor.",228
tabib_0221,,Tuhfetü'l-Ahbâb fî Mürekkebatı't-Tıbbiye,Ömer Şifai İbn-i Şeyh Hasan Efendi,"Tabib, hâzik, fazîlet sâhibi","1155 (1742), vefat etmiştir, Bursa'da Mevlevîhane karşısındaki künbetin kıble cihetinde medfundur",,,,,,,,,,,,,,,,Tıbbî eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bir nüshası Bayezid Câmii içindeki kütübhanede mevcuttur.,229
tabib_0222,,eş-Şifâî fî Tıbbı'l-kimyaî,Ömer Şifai İbn-i Şeyh Hasan Efendi,"Tabib, hâzik, fazîlet sâhibi",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,229
tabib_0223,,Mürşid-i Muhtar,Ömer Şifai İbn-i Şeyh Hasan Efendi,"Tabib, hâzik, fazîlet sâhibi",,,,,,Türkçe,,,,,,,,,,,"Bir mukaddime, 12 ta'lim üzere müretteb; (İlm-i Kâf) da denilen eski kimyadan bahseder.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Eserlerinin mühimlerindendir. Nüshaları Yıldız Kütübhanesinde mevcuttur.,229
tabib_0224,,Minhac (Filibos Mülleros'un risalesinin tercemesi),Ömer Şifai İbn-i Şeyh Hasan Efendi,"Tabib, hâzik, fazîlet sâhibi",,,,,,,,Tercüme (genişletilmiş),Tercüme ve genişletme,,Filibos Mülleros,,,,,,İksir ve kimya ilmi hakkındaki risalesini genişleterek terceme etmiştir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bu tercemede künyesini şöyle yazıyor: «Ebu'l-Abbas Dervîş Ömer Şifaî el-Mevlevî bin-i-eş Şeyh Hasan Fakîh es-Sinobî el-Kumlevî.» Nüshaları Yıldız Kütübhanesinde mevcuttur.,229
tabib_0225,,Tıbb-ı Cedîd (terceme),Ömer Şifai İbn-i Şeyh Hasan Efendi,"Tabib, hâzik, fazîlet sâhibi",,,,,,,,Tercüme,Tercüme,,Meşhur tabîb Perakılos,,,,,,Lâtince'den terceme etmiştir; tasavvuf ve edebiyata da intisabı vardır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,229
tabib_0226,,Minhacü'ş-Şifâî fî't-Tıbbı'l-Kimyaî,Ömer Şifai İbn-i Şeyh Hasan Efendi,"Tabib, hâzik, fazîlet sâhibi",,,,,,,,Tercüme (genişletilmiş),Tercüme ve genişletme,,Hekîm Perakilos'un (Akerbadin-i Cedît)'i,,,,,,Hekîm Perakilos'un (Akerbadin-i Cedît)'inin genişletilmiş tercemesidir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,229
tabib_0227,,Risale-i Âsefiye fî Külliyat-ı Tıbbiye,Rıza Efendi (Mehmed Rıza Amidî),"Tabib, ilim erbabından, mütehassis",1180 (1767) tarihindedir,,Diyarbekir'lidir,,,,,,,,,,,,,,Vezîr İbrahim Paşa adına te'lif edilmiş eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Bir nüshası Ayasofya Kütübhanesindedir. Tıb ilmini Şaban Şifaî Efendi'nin Diyarbekir Kadılığında bulunduğu zaman müşarünileyh'den tahsil etmiştir. Üstadı ile İstanbul'a gelirken, üstadının Ankara'da vefatından nâşi yalnız başına İstanbul'a gelerek Kânunî Sultan Süleyman'ın inşâ ettirdiği Tıbbiye Medresesinde tıb ilmindeki noksanlığını ikmal ederek vatanına avdetle insanlığa hizmet etmiştir. Şiir yazma tabîatı da vardır. Hayatı (Tezkire-i Şuara-yi Amıd)de yazılıdır.",229
tabib_0228,,Kitab-ı Muhtasar fît-Tıb,Rıza Efendi (Mehmed Rıza Amidî),"Tabib, ilim erbabından, mütehassis",,,,,,,,Telhis,Telhis,Enmûzecü't-Tıb,Tabîb Emîr Çelebi,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Tabîb Emîr Çelebi'nin (Enmûzecü't-Tıb) adlı eserinden telhîs edilmiştir.,229
tabib_0229,,,Seyyid Mehmed Ali Efendi «Hekim»,"Tabib, reîsu'l-etibba","1049 (1640), vefat etmiştir",,,,,,,,,,,,,,,,Hekîm Emîr Çelebi'nin talebelerinden olup asrında reîsu'l-etibba kitabının müellifidir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,230
tabib_0230,,Terceme-i Akerbadîn,Süleyman Efendi «Hayatizâde Damadı»,"Tabib, kadılar zümresinden, has tabiblerden","1128 (1716), İstanbul kadılığından ma'zûlen vefat etmiştir, Hazret-i Hâlid civarında medfundur",,Karadeniz sahilindeki Mankalya'lıdır,,,Türkçe,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Zamanına göre tıb ilminde mâhir idi. Bir nüshası Ayasofya kütübhanesinde mevcuttur.,230
tabib_0231,,Mürekkebat,Süleyman Efendi «Hayatizâde Damadı»,"Tabib, kadılar zümresinden, has tabiblerden",,,,,,Türkçe,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,230
tabib_0232,,Mazharü'l-Âsâr fî ilmi'l Esrâr,Ahmed ibn-i İshak,İlim erbabı,,,"Mankalya'dan yetişen, Kayseri'de ikamet eden",,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Süleyman Efendi biyografisi içinde anılan, Mankalya'dan yetişen ilim erbabındandır.",230
tabib_0233,,Akerbadîn,Sâlih İbn-i Nasrullah «Tabîb»,"Tabib, tabibler reisi","1080 (1669), Yenişehir'de vefat etmiştir",,"Aslen Haleb'lidir, tahsili İstanbul'dadır",Sultan Mehmed ibn-i İbrahim Han,,,,,,,,,,,,,İspençiyarî ilminden bahseden eseri.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Osmanlı tabîblerinden olup tabibler reisi vazifesi ve Mevkib-i Hümayunla (ordu ile) Yenişehir'de bulunduğu esnada vefat etmiştir.,230
tabib_0234,,Gayetü'l-Beyân fî Tedbîri' Bedeni'l-İnsan,Sâlih İbn-i Nasrullah «Tabîb»,"Tabib, tabibler reisi",,,,,,,,,,,,,,,,,"Bir mukaddime, dört makale ve bir hâtimeyi ihtiva eden tıbbî eser.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bu eser sonradan Dârü'ş-Şifâ birinci tabîbi Ebu'l-Feyz Mustafa Efendi tarafından bir takım ilâvelerle zeyl edilerek (Nüzhetü'L-Ebdân fî Tercemeti Gayeti'l-Beyân) teskiye olunmuştur. Bu eser sonradan basılmıştır. 400 sayfadan müteşekkil olan (Gâyetü'l-Beyân)'ın bir nüshası Ayasofya Kütübhanesinde vardır.,230
tabib_0235,,Feraidü'l-Müfredât,Sâlih Efendi (diğer bir Osmanlı tabîbi),Tabib,,,,,1116 (1704),Türkçe,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Bir nüshası Es'ad Efendi'de mevcuttur. Sâlih İbn-i Nasrullah'tan ayrı, diğer bir Osmanlı tabîbidir.",230
tabib_0236,,İ'm-i Hayvanat ve Nebatat,Sâlih Efendi «Hekimbaşı»,"Tabib, nebatat ilmi (botanik) mütehassıslarından, Osmanlı tıb maarifi Nâzırı","1312 (1896), Eyyüb'de kabri Feridun Bey Türbesi civarındadır",,Aslen İstanbul'ludur,,,,,,,,,,,,,,Resimleri mükemmel te'lîfleri.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Fazîlet sâhibi Osmanlı tabîblerinden ve nebatat ilmi (botanik) mütehassıslarından olup aslen İstanbul'ludur. Tıbbiye Mektebinin Tıbhâne adı ile ilk açılışında tahsilini ikmal ederek çıktıktan sonra Osmanlı tıb maarifine pek mühim hizmetler îfasına muvaffak olup mühim ve muhtelif devlet hizmetlerinde bulunmuştur. Nâzırlığı zamanında tıb ilminin tedrisatı Türkçeye tahvîl olunduğu cihetle ilmî kelimeleri bulmak ve tıb kitablarını lisanımıza nakl ve terceme etmek hususunda pek güzide hizmetleri geçmiştir. Dipnot: Uzun zaman Dârü'l-Muallimin'de (İlm-i Mevâlid-i Selâse) muallimliği yapmıştır.,231
tabib_0237,,Mîzan-ı Nebz,Saîd Efendi «Mehmed Saîd Efendi - Mehmedzâde»,"Tabib, Hassâ tabiblerinden, hâzık",,,İstanbul'ludur,,1179 (1766),Türkçe,,,,,,,,,,,14 fasıl üzerine müretteb tıbbî eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,231
tabib_0238,,Mücerrebnâme,Şerafeddin İbn-i Ali «Sabuncuoğlu»,"Tabib, fazîlet sâhibi, Dârü'ş-Şifâ tabibliği (14 sene)",,,Memleketi Amasya'dır,,873 (1468),Türkçe,,,,,,,,,,,17 bab üzerine müretteb tıbbî eser; baş tarafından mühim (Müfredât-ı Tıb) cedveli derç edilmiştir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Memleketi olan Amasya'da 14 sene Dârü'ş-Şifâ tabibliğinde bulunmuş fazilet sâhibi bir tabîbdir. Birer nüshası Ayasofya ve Hamîdiye Kütübhanelerinde mevcuttur.,231
tabib_0239,,Akerbadîn (terceme),Şerafeddin İbn-i Ali «Sabuncuoğlu»,"Tabib, fazîlet sâhibi",,,,,,,,Tercüme,Tercüme,,Harzemşahî,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bunun da bir nüshası Kılıç Ali Paşa Kütüphanesinde vardır.,231
tabib_0240,,Manzûm tıbbî eser,Şerafeddin İbn-i Ali «Sabuncuoğlu»,"Tabib, fazîlet sâhibi",,,,,,,,Manzum,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Müellif hattı ile muharrer nüshası Veled Çelebi Efendi'nin hususî kütübhanesindedir. Bu eserde (Sabuncuoğlu) lâkabı yazılıdır.,231
tabib_0241,,"Şifaîye (Panzehir hakkında, üç fasıl)",Şaban Şifaî Efendi,"Tabib, kadıların fazîletlerinden, Diyarbekir Niyabeti","1116 (1704), Diyarbekir Niyabetinden ma'zûlen gelirken Ankara'da vefat etti",,Doğum yeri Ayaş'dır,,,,,,,,,,,,,,Eserleri padzehr (Panzehir) hakkında tıbdan üç fasıl.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Kadıların fazîletlerinden ve Osmanlı tabîblerinin meşhurlarından bir zat olup şiire ve târîhe de intisabı vardır. Birer nüshası Ayasofya ve Nûruosmaniye'de mevcuttur.,232
tabib_0242,,Tedbîr-i Mevlûd,Şaban Şifaî Efendi,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bir nüshası Beşir Ağa Kütübhanesinde mevcuttur.,232
tabib_0243,,Kısas-ı Enbiya (terceme),Şaban Şifaî Efendi,Tabib,,,,,,,,Tercüme,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,232
tabib_0244,,Fezail-i Âl-i Osman (genişletilmiş terceme),Şaban Şifaî Efendi,Tabib,,,,,,,,Tercüme (genişletilmiş),Tercüme ve genişletme,Kalaîdü'l-İkyân fî Fezail-i Âl-i Osman,,,,,,,(Kalaîdü'l-İkyân fî Fezail-i Âl-i Osman)'ın genişletilerek tercümesi.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bu tercemenin birer nüshası Nûruosmaniye ile Umumî Kütübhanede mevcuttur. Şiirlerinden: «Felekden eylemeyiz nâle vü şekvâ / Yine bu tarz vuruşten ferago muntazırır.»,232
tabib_0245,,,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih","1242 (1827), Tire'ye memur iken Tire'de irtihal etmiştir, Kışla civarında eşraftan merhum Ali Paşa'nın konağı karşısındaki müslüman kabristanına defnedilmiştir",Eski Medîne-i Münevvere Mollası Şânîzâde Şehrî Mehmed Sadık Efendi'nin kıymetli oğludur,,,,,,,,,,,,,,,"«Hezar-fen» denmeye lâyık ilim sâhibi fâzıl, edîb, müverrih bir zat. Devamı sayfa 233'te.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","İlk bilgilerini ikmalden sonra devrindeki usule göre dinî ve alet ilimlerini de tahsil etmiş ve sonra Mekke-i Mükerreme Mevleviyeti ve Evkaf-ı Hümayûn Müfettişliği vesaire gibi işlerde büyük hizmetlerde bulunmuştur. Hayatı tafsilâtlı olarak Cevdet Tarihi'nde yazılıdır. Mezar kitabesi: «Müyesser olmadı bana şehadet / İlâhî sen nasib eyle saâdet / Bulam tâ ki Resulünden şefaat.» Hoca İshak, Hüseyin Rıfkı, Kethüdâzâde Mehmed Ârif, Müneccimbaşı Osman Sâib ve İsmail Ferruh Efendilerle birlikte, Üçüncü Selim ve İkinci Mahmûd'un himaye ve teşvîkleri ile teceddüt yoluyla meydana gelen Yeni Osmanlı Maarifi'nin ilk üstadlarından ve Osmanlı fennî ve tıbbî ıstılâhlarının ilk koyucularındandır. Hal tercemesi İbnü'l-Emîn Mahmûd Kemal Bey Efendi tarafından yazılmışsa da basılmamıştır.",232
tabib_0246,,Tarih-i Osmanî,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,1223 (1808)'den 1237 (1822) tarihine kadar geçmiş olayları kapsar,,,,,,,,,,,,"Kâmûs mütercimi Âsım Efendi'nin tarihine zeyl olarak yazılmış, orta ölçüde dört cild üzerine mürettebtir.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Basılmıştır.,233
tabib_0247,,Kavanînü'l-Asakiri'l-Cihadiye,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,"1221 (1807) tarihinde fransızcadan terceme edilmiş, 1231 (1816)'da basılmıştır",,,Tercüme (genişletilmiş),,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Genişletip ilâve yoluyla terceme edilmiştir.,233
tabib_0248,,Usûl-u Sak,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Sonradan basılan (Sakk-i Cedîd-i Li-Ziyaeddin) kenarında basılmıştır.,233
tabib_0249,,Tenbîhat-ı Hükümran-ı Ba-Seraskerân,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,233
tabib_0250,,Tanzîm-i Piyadegân ü Süvariyan,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,233
tabib_0251,,Miratü'l-Ebdân fî Teşrîhi Â'zâ-il-İnsan,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,"1231 (1816)'da te'lîf edilmiş, 1235 (1820)'de basılmıştır",,,,,,,,,,,,Teşrîh ilmine dâir resimli bir eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,233
tabib_0252,,Kânûni'l-Cerrahîn,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,1244'de basılmıştır,,,,,,,,,,,,Cerrahîye ait eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,233
tabib_0253,,Mi'yarü'l-Etibbâ,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Basılmıştır.,233
tabib_0254,,Istılâhat-ı Etıbbâ,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,233
tabib_0255,,Müfredât-ı Ecza-i Tıbbîye,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,233
tabib_0256,,Mürekkebat-ı Ecza-i Tıbbîye,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,233
tabib_0257,,Usûlü't-Tabia,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,233
tabib_0258,,Usûl-i Hisab,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,233
tabib_0259,,Usûl-i Hendese,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,233
tabib_0260,,Cebir - Mukabele,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,233
tabib_0261,,Ta'rifat-ı Sevahil-i Deryâ,Şanîzâde Atâullah Efendi,"İlim sâhibi, fâzıl, edîb, müverrih",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Beyitlerinden: «Sâik-i kudrete inân et yürü / Olma pâ-beste-i zencir-i melâl ol serbest.»,233
tabib_0262,,,Şâkir Paşa «Mirliva»,"Tabib, en zeki tabîblerdendir, fizyoloji tahsil etmiş",,,,,"1288 (1871) tarihinde neş'et etmiş, 1292 (1875) tarihinde Mülkiye ve Askeriye Tıb Mekteblerinde muallimliğe tayin olunmuştur",,,,,,,,,,,,Askerî Tıbbiye Mektebinden yetişen en zeki tabîblerdendir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Fizyoloji tahsili için Paris'e gönderilmiş ve meşhur fizyolojistlerden Klod Bernard'ın öğretim rahlesinde tahsilini ikmal etmiştir. İstanbul'a avdette Mülkiye ve Askeriye Tıb Mekteblerinde «Fenn-i Menafiu'l-A'zâ» muallimliğine tayin olunmuş ve tıbbın «menafiu'l-a'zâ» şubesinde ibraz ettiği mesaiden dolayı Osmanlı tıb âleminde nam bırakmış ve yüzlerce talebe yetiştirmiştir. Hür fikir sahibi, gayet ciddî, feylesof meşreb kemal sahibi bir zattı. Ömrünün sonuna kadar ilmî tedkîk ve araştırmalarda bulunmuş ve elinden bir gün kitab düşmemiştir.",234
tabib_0263,,Emraz-ı Ayniyyeye Dair Mükemmel Bir Eser,Şâkir İbrahim Bey,"Tabib, Osmanlı tabîblerinin en zekilerinden","1315 (1899), eceli ile vefat ederek Çatalca'da defn edildi",,Kayseri'lidir,,,,,,,,,,,,,,Eserlerinin hemen hepsi basılmamış olarak kalmıştır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Osmanlı tabîblerinin en zekilerinden olup Tıbbiye Mektebinde tahsîlini ikmalden sonra bir müddet üçüncü ve yedinci ordular dâirelerinde hizmet etdiği gibi bir aralık veba ve kolera hakkında tıbbî tetkîkatda bulunmak üzere memur olarak Irak'a gitmiş, tıbbî vazifelerini ifâ etmiştir. Avdetinden sonra bir müddet İstanbul'da kaldıktan sonra son Yunan meselesinde Tesalya'ya gönderilen tabibler arasında bulunup Dömeke Hastahanesi baş tabîbliğinde iken vefat etti. Merhûm ana dili ile beraber Arapça, farsça ve fransızca'ya hakkı ile âşina Osmanlıların faziletli tabîblerinden, gâyet çalışkan bir zat idi.",234
tabib_0264,,Kolera Basillerine Dair Lâyiha-i Mufassala-i Fenniye,Şâkir İbrahim Bey,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,234
tabib_0265,,Hindistan Ahvâl-i Tarihiyyesine Müteallik Lâyiha-i Mufassala,Şâkir İbrahim Bey,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,234
tabib_0266,,İlmü'l-Kilâb,Şâkir İbrahim Bey,Tabib,,,,,,,,,,,,,,,,,Köpeklerin cins ve huyları ile bazı meşhurlara mensub köpeklerden bahseden eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,234
tabib_0267,,Hadikatü'l-Menhiyyat fî Envaı'l-Kahveti ve'l-lükat,Şâkir İbrahim Bey,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Yemen'de bulunduğu zaman kaleme aldığı eseridir.,234
tabib_0268,,Sefîne-i Dem,Şâkir İbrahim Bey,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,234
tabib_0269,,Sefîne-i Emvat,Şâkir İbrahim Bey,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Askerî Tıbbiye Mecmûası (Carîde-i Tıbbiye-i Askeriye)'nde bir çok ilmî makaleler neşr etmiştir.,234
tabib_0270,,Dürûs-i Hayat-ı Beşer,"Şâkir Paşa (İstanbul'lu, diğer)","Tabib, Askerî Tıbbiye Mektebinin en muktedir muallimlerinden, «Menafi'u'l-A'za» şubesi mütehassısı",1326 (1908) târîhinde irtihal ederek Kadıköyü'nde Kuşdili'nde Mahmud Baba Kabristanına defn edildi,,İstanbul'ludur,,Tahsilini Paris'te ikmal etmiştir,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Askerî Tıbbiye Mektebinin en muktedir, en himmetli muallimlerinden ve tıb ilminin azaların faydaları «Menafi'u'l-A'za» şubesi mütehassıslarından hâzik bir zat olup İstanbul'ludur. Tıbbın bilhassa âzâların faydaları şûbesine dair yazdığı eserleri ile Osmanlı tıb aleminde ad bırakmış ve yüzlerce talebe yetiştirmiştir.",235
